customer_id,segment,recency_days,frequency,monetary_value,support_ticket_count,return_rate,category_diversity,discount_usage_rate,engagement_score,churn_label,tenure_days,plan_type
C04372,High-Support Needs,247,1,67.23,3,0.0,1.0,0.0,77.5,1,275,Premium
C04428,High-Support Needs,1242,1,64.02,4,0.0,1.0,1.0,74.0,1,1247,Basic
C04377,High-Support Needs,362,1,66.43,3,0.0,1.0,0.0,70.0,1,395,Basic
C03492,High-Support Needs,165,3,234.11,3,0.0,2.0,0.0,85.0,1,333,Basic
C04420,High-Support Needs,972,3,230.64,2,0.0,2.0,0.0,70.0,0,1026,Basic
C03531,High-Support Needs,732,1,101.99,4,0.0,1.0,0.0,74.0,1,857,Trial
C03529,High-Support Needs,449,1,40.49,3,0.0,1.0,0.0,77.5,1,535,Basic
C03499,High-Support Needs,744,2,198.78,2,0.0,2.0,0.5,70.0,1,946,Basic
C04415,High-Support Needs,66,5,530.22,4,0.0,4.0,0.6,74.0,0,275,Premium
C04382,High-Support Needs,1022,2,178.64,4,0.0,2.0,0.5,62.0,1,1104,Trial
C04412,High-Support Needs,321,2,386.19,5,0.0,2.0,0.0,65.0,1,498,Basic
C04387,High-Support Needs,548,2,85.66,3,0.5,1.0,0.5,70.0,1,657,Basic
C04403,High-Support Needs,310,3,372.4,4,0.0,3.0,0.3333333333333333,74.0,1,318,Basic
C04399,High-Support Needs,337,1,50.69,3,0.0,1.0,0.0,77.5,1,442,Basic
C04397,High-Support Needs,732,2,115.3,4,0.0,2.0,0.0,62.0,1,901,Trial
C03488,High-Support Needs,243,1,110.78,4,0.0,1.0,0.0,68.0,1,253,Premium
C04531,High-Support Needs,135,1,0.0,6,1.0,0.0,0.0,61.42857142857143,1,137,Premium
C04368,High-Support Needs,674,1,82.26,3,0.0,1.0,0.0,85.0,1,694,Basic
C04364,High-Support Needs,1039,1,159.45,4,0.0,1.0,0.0,74.0,1,1106,Trial
C04503,High-Support Needs,575,1,29.46,5,0.0,1.0,0.0,65.0,1,659,Basic
C04493,High-Support Needs,1123,1,83.8,4,0.0,1.0,0.0,74.0,1,1201,Premium
C04490,High-Support Needs,389,2,119.89,3,0.0,2.0,0.5,70.0,1,473,Basic
C04318,High-Support Needs,1225,1,85.15,4,0.0,1.0,0.0,68.0,1,1251,Basic
C04483,High-Support Needs,1008,2,43.7,3,0.5,1.0,0.5,77.5,1,1024,Premium
C04331,High-Support Needs,646,5,488.69,3,0.0,3.0,0.4,85.0,0,721,Trial
C03465,High-Support Needs,538,2,154.95,6,0.0,2.0,1.0,57.142857142857146,1,620,Basic
C04340,High-Support Needs,841,1,68.71,3,0.0,1.0,1.0,77.5,1,845,Basic
C03466,High-Support Needs,374,1,40.63,5,0.0,1.0,0.0,70.0,1,435,Premium
C04479,High-Support Needs,1137,1,73.96,3,0.0,1.0,1.0,70.0,1,1265,Premium
C03556,High-Support Needs,541,4,542.47,5,0.0,4.0,0.0,75.0,1,822,Basic
C04344,High-Support Needs,837,2,135.45,3,0.0,2.0,0.0,85.0,1,914,Basic
C04468,High-Support Needs,1079,1,81.59,3,0.0,1.0,0.0,77.5,1,1201,Basic
C03552,High-Support Needs,563,1,144.73,3,0.0,1.0,0.0,77.5,1,563,Trial
C04358,High-Support Needs,413,2,170.35,5,0.0,2.0,0.5,65.0,1,419,Premium
C04360,High-Support Needs,468,1,46.59,4,0.0,1.0,0.0,74.0,1,506,Basic
C03540,High-Support Needs,1065,9,1003.98,3,0.0,5.0,0.3333333333333333,85.0,0,1189,Premium
C03483,High-Support Needs,734,1,94.85,4,0.0,1.0,0.0,74.0,1,908,Basic
C03647,High-Support Needs,1052,2,219.82,2,0.0,1.0,1.0,70.0,0,1184,Basic
C04189,High-Support Needs,286,1,59.17,3,0.0,1.0,1.0,77.5,1,354,Basic
C04639,High-Support Needs,605,3,238.51,3,0.0,3.0,0.3333333333333333,77.5,0,638,Basic
C03261,High-Support Needs,220,2,150.57999999999998,5,0.0,2.0,0.0,70.0,1,575,Trial
C03730,High-Support Needs,608,1,42.85,2,0.0,1.0,0.0,70.0,1,716,Trial
C04796,High-Support Needs,144,1,243.3,5,0.0,1.0,0.0,70.0,1,166,Trial
C04064,High-Support Needs,1134,1,77.5,3,0.0,1.0,1.0,77.5,1,1205,Basic
C03275,High-Support Needs,18,3,348.23,4,0.0,3.0,0.3333333333333333,68.0,1,339,Basic
C03727,High-Support Needs,1173,1,92.5,3,0.0,1.0,0.0,62.5,1,1181,Basic
C04070,High-Support Needs,123,1,151.35,3,0.0,1.0,0.0,77.5,1,177,Basic
C03723,High-Support Needs,625,1,96.37,5,0.0,1.0,1.0,65.0,1,633,Trial
C04772,High-Support Needs,576,2,188.23999999999998,3,0.0,2.0,0.0,85.0,1,739,Basic
C04083,High-Support Needs,286,1,61.16,2,0.0,1.0,1.0,70.0,1,339,Basic
C04763,High-Support Needs,937,1,129.02,4,0.0,1.0,0.0,74.0,1,972,Basic
C03296,High-Support Needs,783,1,97.41,3,0.0,1.0,0.0,62.5,1,788,Basic
C03297,High-Support Needs,197,4,369.14,3,0.0,3.0,0.5,85.0,1,382,Basic
C04088,High-Support Needs,198,2,181.33999999999997,2,0.0,2.0,0.5,70.0,0,345,Basic
C03706,High-Support Needs,0,3,266.49,3,0.0,3.0,0.3333333333333333,62.5,1,204,Basic
C03703,High-Support Needs,456,1,101.14,3,0.0,1.0,0.0,85.0,1,545,Trial
C04096,High-Support Needs,375,1,59.64,4,0.0,1.0,0.0,68.0,1,578,Premium
C04807,High-Support Needs,293,1,151.25,2,0.0,1.0,1.0,70.0,1,328,Premium
C04746,High-Support Needs,0,2,155.03,5,0.0,2.0,1.0,75.0,1,535,Premium
C03734,High-Support Needs,52,2,204.6,4,0.0,2.0,0.5,68.0,1,129,Basic
C03259,High-Support Needs,332,4,481.63,3,0.0,3.0,0.5,77.5,1,526,Basic
C04851,High-Support Needs,0,1,42.53,3,0.0,1.0,1.0,77.5,1,152,Trial
C04015,High-Support Needs,290,1,37.36,3,0.0,1.0,0.0,77.5,1,305,Trial
C03233,High-Support Needs,269,1,150.09,3,0.0,1.0,0.0,77.5,1,283,Basic
C04846,High-Support Needs,796,1,252.29,3,0.0,1.0,1.0,70.0,1,887,Basic
C04026,High-Support Needs,0,1,79.68,3,0.0,1.0,1.0,85.0,1,171,Basic
C04842,High-Support Needs,782,3,399.62,2,0.0,3.0,0.6666666666666666,70.0,1,894,Premium
C04027,High-Support Needs,352,2,193.42000000000002,4,0.0,2.0,0.0,74.0,1,432,Basic
C03744,High-Support Needs,511,3,208.96,5,0.0,3.0,0.3333333333333333,65.0,1,694,Basic
C03243,High-Support Needs,338,2,128.79,3,0.0,2.0,1.0,77.5,0,414,Basic
C03246,High-Support Needs,457,1,214.89,3,0.0,1.0,0.0,77.5,1,596,Basic
C04038,High-Support Needs,913,4,312.99,3,0.0,2.0,0.5,85.0,1,932,Trial
C04828,High-Support Needs,819,1,92.11,3,0.0,1.0,0.0,85.0,1,856,Basic
C04044,High-Support Needs,152,3,316.53,3,0.0,3.0,0.3333333333333333,77.5,1,298,Premium
C04046,High-Support Needs,931,2,185.3,3,0.0,2.0,0.5,85.0,1,1089,Basic
C03737,High-Support Needs,83,2,173.64,2,0.0,2.0,0.5,70.0,1,205,Trial
C04052,High-Support Needs,1154,1,72.72,3,0.0,1.0,0.0,77.5,1,1157,Trial
C04053,High-Support Needs,946,5,334.39,3,0.0,4.0,0.2,77.5,0,1057,Basic
C04056,High-Support Needs,314,1,80.03,2,0.0,1.0,0.0,70.0,1,539,Trial
C03302,High-Support Needs,224,2,148.6,3,0.0,2.0,0.5,77.5,1,270,Basic
C03697,High-Support Needs,690,1,122.45,3,0.0,1.0,0.0,77.5,1,743,Basic
C03307,High-Support Needs,506,1,137.78,3,0.0,1.0,0.0,85.0,1,514,Premium
C04689,High-Support Needs,180,1,149.51,3,0.0,1.0,1.0,62.5,1,337,Premium
C04148,High-Support Needs,853,1,83.07,3,0.0,1.0,1.0,70.0,1,935,Basic
C04685,High-Support Needs,533,1,93.02,5,0.0,1.0,0.0,60.0,1,769,Basic
C04153,High-Support Needs,427,1,131.3,3,0.0,1.0,0.0,77.5,1,778,Trial
C04155,High-Support Needs,997,1,29.48,3,0.0,1.0,1.0,77.5,1,1050,Trial
C03340,High-Support Needs,907,2,256.38,5,0.0,2.0,0.0,65.0,1,1084,Basic
C03664,High-Support Needs,977,3,216.87,3,0.3333333333333333,2.0,0.6666666666666666,77.5,1,1084,Basic
C03663,High-Support Needs,443,1,162.95,4,0.0,1.0,1.0,74.0,1,456,Basic
C03344,High-Support Needs,643,4,364.58,2,0.0,2.0,0.5,70.0,0,752,Premium
C04664,High-Support Needs,547,1,245.63,5,0.0,1.0,0.0,65.0,1,667,Basic
C04663,High-Support Needs,618,1,101.73,5,0.0,1.0,0.0,55.0,1,721,Trial
C04164,High-Support Needs,897,4,323.72,2,0.0,3.0,0.25,70.0,0,1004,Premium
C04169,High-Support Needs,867,4,387.58,4,0.0,3.0,0.5,68.0,1,984,Trial
C03353,High-Support Needs,371,2,132.8,4,0.0,2.0,0.0,74.0,1,394,Basic
C03356,High-Support Needs,655,1,110.88,5,0.0,1.0,0.0,75.0,1,758,Premium
C04651,High-Support Needs,1112,1,104.45,5,0.0,1.0,1.0,60.0,1,1154,Basic
C03650,High-Support Needs,675,3,260.64,5,0.0,2.0,0.3333333333333333,70.0,1,717,Basic
C04692,High-Support Needs,1152,2,77.64,3,0.0,2.0,0.0,85.0,1,1223,Basic
C04693,High-Support Needs,450,1,75.04,5,0.0,1.0,0.0,60.0,1,749,Basic
C03327,High-Support Needs,1168,4,373.72,2,0.25,3.0,0.25,70.0,0,1234,Premium
C03326,High-Support Needs,406,1,101.61,3,0.0,1.0,0.0,62.5,1,426,Basic
C04118,High-Support Needs,656,3,341.04,3,0.0,2.0,0.3333333333333333,70.0,1,798,Basic
C03308,High-Support Needs,588,1,96.82,6,0.0,1.0,0.0,52.85714285714286,1,596,Basic
C03694,High-Support Needs,723,3,266.43,5,0.0,2.0,0.3333333333333333,70.0,0,893,Basic
C04735,High-Support Needs,631,3,230.18,2,0.0,2.0,0.6666666666666666,70.0,0,842,Premium
C04733,High-Support Needs,1034,1,79.38,2,0.0,1.0,0.0,70.0,1,1066,Trial
C04723,High-Support Needs,1060,1,105.43,3,0.0,1.0,0.0,85.0,1,1066,Premium
C03691,High-Support Needs,1147,3,211.44,3,0.0,2.0,0.6666666666666666,85.0,1,1220,Trial
C04128,High-Support Needs,470,1,114.41,3,0.0,1.0,0.0,77.5,1,538,Basic
C04007,High-Support Needs,1083,1,85.63,3,0.0,1.0,0.0,77.5,1,1096,Trial
C03686,High-Support Needs,843,1,123.18,3,0.0,1.0,1.0,62.5,1,848,Trial
C04708,High-Support Needs,1060,2,152.84,3,0.0,2.0,0.0,85.0,1,1065,Trial
C04707,High-Support Needs,282,4,519.64,4,0.0,1.0,0.25,68.0,1,568,Basic
C03682,High-Support Needs,403,1,33.71,3,0.0,1.0,0.0,77.5,1,559,Premium
C04134,High-Support Needs,216,7,781.44,3,0.0,2.0,0.2857142857142857,77.5,0,373,Premium
C04135,High-Support Needs,924,1,45.7,3,0.0,1.0,0.0,77.5,1,1205,Basic
C03324,High-Support Needs,40,2,251.7,3,0.0,1.0,0.5,70.0,1,125,Trial
C04137,High-Support Needs,6,3,343.78,3,0.0,3.0,0.6666666666666666,70.0,1,211,Premium
C04138,High-Support Needs,356,1,55.85,2,0.0,1.0,0.0,70.0,1,394,Basic
C04711,High-Support Needs,891,5,395.55,3,0.0,2.0,0.4,70.0,0,1034,Basic
C03685,High-Support Needs,305,1,58.9,3,0.0,1.0,0.0,85.0,1,315,Basic
C05000,High-Support Needs,365,2,283.14,7,0.0,2.0,0.0,53.75,1,437,Basic
C01922,High-Support Needs,416,1,201.39,2,0.0,1.0,0.0,70.0,1,614,Basic
C01917,High-Support Needs,497,3,238.66000000000003,2,0.0,2.0,0.3333333333333333,70.0,0,605,Basic
C01903,High-Support Needs,655,2,157.89999999999998,3,0.0,1.0,0.5,85.0,1,795,Trial
C01902,High-Support Needs,0,2,252.45000000000002,3,0.0,2.0,0.0,70.0,1,136,Basic
C01901,High-Support Needs,148,1,86.19,4,0.0,1.0,0.0,80.0,1,228,Trial
C00374,High-Support Needs,95,1,95.46,4,0.0,1.0,0.0,68.0,1,206,Trial
C00388,High-Support Needs,632,5,490.57,4,0.0,3.0,0.4,74.0,1,755,Basic
C01918,High-Support Needs,1189,1,75.14,4,0.0,1.0,1.0,62.0,1,1234,Trial
C01891,High-Support Needs,969,5,657.01,4,0.0,4.0,0.8,74.0,1,1182,Trial
C00397,High-Support Needs,360,2,161.87,6,0.0,2.0,0.0,61.42857142857143,1,485,Basic
C01873,High-Support Needs,1206,1,112.57,2,0.0,1.0,1.0,70.0,1,1235,Trial
C00404,High-Support Needs,220,1,125.54,3,0.0,1.0,1.0,77.5,1,587,Premium
C00415,High-Support Needs,390,1,171.68,6,0.0,1.0,0.0,61.42857142857143,1,550,Basic
C00421,High-Support Needs,160,6,272.59999999999997,3,0.16666666666666666,4.0,0.6666666666666666,85.0,0,255,Basic
C01811,High-Support Needs,919,2,129.58,3,0.5,1.0,0.0,77.5,1,935,Trial
C00390,High-Support Needs,437,1,95.3,2,0.0,1.0,1.0,70.0,1,475,Basic
C01807,High-Support Needs,1110,2,134.98000000000002,3,0.0,2.0,0.0,77.5,1,1210,Trial
C00828,High-Support Needs,758,2,131.06,3,0.0,2.0,0.0,85.0,1,875,Premium
C00356,High-Support Needs,742,1,98.99,3,0.0,1.0,0.0,77.5,1,764,Premium
C02050,High-Support Needs,683,4,510.8,4,0.0,2.0,0.25,68.0,1,917,Trial
C02043,High-Support Needs,804,3,222.69,2,0.0,2.0,0.6666666666666666,70.0,0,835,Basic
C02025,High-Support Needs,1180,1,74.98,4,0.0,1.0,0.0,68.0,1,1190,Trial
C02017,High-Support Needs,275,1,99.8,2,0.0,1.0,0.0,70.0,1,332,Basic
C02010,High-Support Needs,369,1,50.44,2,0.0,1.0,0.0,70.0,1,488,Trial
C02005,High-Support Needs,1191,3,340.57,3,0.0,2.0,0.3333333333333333,85.0,1,1248,Basic
C01941,High-Support Needs,801,2,90.21000000000001,2,0.0,2.0,0.0,70.0,1,877,Basic
C01993,High-Support Needs,700,2,127.44,3,0.0,2.0,0.0,62.5,1,723,Trial
C00342,High-Support Needs,848,2,190.76999999999998,4,0.0,1.0,0.5,68.0,1,907,Trial
C01988,High-Support Needs,530,2,186.67,3,0.0,2.0,0.5,77.5,1,653,Basic
C01967,High-Support Needs,307,3,385.25,4,0.0,3.0,0.0,68.0,1,376,Trial
C01963,High-Support Needs,752,1,116.14,3,0.0,1.0,0.0,77.5,1,1031,Trial
C01960,High-Support Needs,434,3,262.23,3,0.0,1.0,1.0,70.0,1,767,Trial
C01957,High-Support Needs,131,1,53.18,3,0.0,1.0,0.0,70.0,1,295,Trial
C01991,High-Support Needs,462,1,77.72,5,0.0,1.0,0.0,65.0,1,723,Basic
C00424,High-Support Needs,410,1,61.71,2,0.0,1.0,0.0,70.0,1,660,Trial
C01804,High-Support Needs,690,1,52.51,5,0.0,1.0,0.0,65.0,1,1117,Premium
C00426,High-Support Needs,71,2,138.47,4,0.0,2.0,0.0,74.0,1,178,Basic
C00480,High-Support Needs,606,4,270.88,5,0.0,4.0,0.25,70.0,0,689,Premium
C01685,High-Support Needs,156,1,17.49,3,0.0,1.0,1.0,70.0,1,494,Basic
C01677,High-Support Needs,833,4,267.15,3,0.0,3.0,0.25,85.0,1,949,Premium
C00483,High-Support Needs,229,1,70.28,5,0.0,1.0,1.0,60.0,1,323,Premium
C01669,High-Support Needs,361,4,522.19,3,0.0,2.0,0.5,85.0,1,410,Basic
C01663,High-Support Needs,354,1,60.91,3,0.0,1.0,1.0,85.0,1,449,Trial
C01698,High-Support Needs,647,4,393.37,5,0.0,2.0,0.0,65.0,1,941,Trial
C00495,High-Support Needs,161,1,99.27,3,0.0,1.0,0.0,77.5,1,183,Basic
C01652,High-Support Needs,811,1,125.5,3,0.0,1.0,1.0,77.5,1,880,Basic
C01642,High-Support Needs,135,1,91.27,7,0.0,1.0,0.0,50.0,1,164,Premium
C01641,High-Support Needs,635,2,180.36,3,0.0,2.0,0.5,77.5,1,702,Trial
C01627,High-Support Needs,1030,1,82.14,2,0.0,1.0,0.0,70.0,1,1163,Trial
C01604,High-Support Needs,449,5,540.9300000000001,2,0.0,4.0,0.2,70.0,1,584,Trial
C01603,High-Support Needs,965,1,48.33,3,0.0,1.0,0.0,85.0,1,1001,Basic
C00499,High-Support Needs,1042,1,107.35,3,0.0,1.0,0.0,70.0,1,1186,Basic
C00474,High-Support Needs,636,2,220.14,3,0.0,2.0,0.0,77.5,1,879,Trial
C00473,High-Support Needs,341,1,105.87,3,0.0,1.0,0.0,85.0,0,342,Premium
C01705,High-Support Needs,713,5,807.83,4,0.0,3.0,0.0,74.0,1,953,Basic
C01792,High-Support Needs,796,1,48.73,5,0.0,1.0,1.0,70.0,1,924,Basic
C01786,High-Support Needs,701,1,66.21,3,0.0,1.0,0.0,77.5,1,723,Premium
C01782,High-Support Needs,230,2,149.15,4,0.0,2.0,0.5,68.0,1,278,Basic
C01777,High-Support Needs,220,1,143.13,3,0.0,1.0,1.0,85.0,1,356,Trial
C01768,High-Support Needs,437,1,59.15,3,0.0,1.0,0.0,77.5,1,472,Trial
C00433,High-Support Needs,301,2,208.07999999999998,4,0.0,2.0,0.5,68.0,1,357,Basic
C00443,High-Support Needs,1018,3,610.96,5,0.0,3.0,0.3333333333333333,65.0,1,1060,Basic
C01762,High-Support Needs,784,1,60.97,3,0.0,1.0,0.0,85.0,1,794,Basic
C01758,High-Support Needs,270,1,0.0,2,1.0,0.0,0.0,70.0,0,284,Premium
C01756,High-Support Needs,962,3,128.73000000000002,3,0.0,3.0,0.0,85.0,1,1131,Basic
C01752,High-Support Needs,539,1,87.15,2,0.0,1.0,0.0,70.0,1,613,Trial
C00445,High-Support Needs,319,2,179.39000000000001,4,0.0,2.0,0.0,68.0,1,404,Basic
C00453,High-Support Needs,873,1,151.59,3,0.0,1.0,1.0,77.5,1,881,Basic
C01719,High-Support Needs,525,1,113.85,3,0.0,1.0,1.0,77.5,1,688,Premium
C00465,High-Support Needs,811,1,96.84,3,0.0,1.0,0.0,70.0,1,881,Trial
C02075,High-Support Needs,387,3,313.48,3,0.0,3.0,0.6666666666666666,70.0,1,494,Basic
C02079,High-Support Needs,600,1,67.36,4,0.0,1.0,0.0,74.0,1,789,Premium
C02080,High-Support Needs,322,1,51.03,3,0.0,1.0,1.0,70.0,1,431,Premium
C02090,High-Support Needs,560,2,212.66,4,0.0,2.0,0.0,68.0,1,780,Trial
C02488,High-Support Needs,616,1,114.44,5,0.0,1.0,0.0,65.0,1,719,Trial
C00196,High-Support Needs,630,2,240.61,3,0.0,2.0,0.5,77.5,1,1014,Premium
C00205,High-Support Needs,560,4,277.88,4,0.0,3.0,1.0,80.0,1,824,Basic
C02457,High-Support Needs,976,1,77.13,5,0.0,1.0,1.0,75.0,1,1005,Basic
C02456,High-Support Needs,243,2,110.84,3,0.0,2.0,0.5,77.5,1,384,Trial
C02454,High-Support Needs,962,1,80.33,3,0.0,1.0,0.0,85.0,1,988,Trial
C02492,High-Support Needs,683,1,68.66,4,0.0,1.0,0.0,80.0,1,776,Basic
C02449,High-Support Needs,952,1,144.06,3,0.0,1.0,0.0,77.5,1,1004,Trial
C02444,High-Support Needs,913,2,132.84,3,0.0,2.0,0.0,85.0,1,939,Basic
C02415,High-Support Needs,224,1,53.56,3,0.0,1.0,0.0,85.0,1,353,Premium
C02413,High-Support Needs,418,1,67.81,3,0.0,1.0,0.0,85.0,1,607,Trial
C00230,High-Support Needs,1035,7,535.61,2,0.0,3.0,0.14285714285714285,70.0,0,1116,Premium
C00241,High-Support Needs,108,3,184.42000000000002,5,0.0,2.0,0.3333333333333333,70.0,1,231,Basic
C02366,High-Support Needs,275,1,56.63,3,0.0,1.0,0.0,77.5,1,498,Trial
C00213,High-Support Needs,864,1,274.38,4,0.0,1.0,0.0,56.0,1,873,Basic
C02496,High-Support Needs,863,2,352.63,4,0.0,2.0,0.0,68.0,1,996,Trial
C02509,High-Support Needs,159,2,202.75,3,0.0,2.0,0.5,85.0,1,190,Trial
C00186,High-Support Needs,987,1,195.5,4,0.0,1.0,1.0,74.0,1,1130,Trial
C00152,High-Support Needs,62,1,72.02,3,0.0,1.0,0.0,77.5,0,140,Trial
C02592,High-Support Needs,407,1,230.6,3,0.0,1.0,0.0,85.0,1,410,Basic
C02590,High-Support Needs,1159,3,288.89,3,0.0,2.0,0.0,70.0,1,1184,Trial
C02586,High-Support Needs,480,1,187.19,4,0.0,1.0,0.0,74.0,1,547,Premium
C02583,High-Support Needs,668,1,70.85,4,0.0,1.0,0.0,74.0,1,704,Premium
C00171,High-Support Needs,918,2,244.51,3,0.0,1.0,0.0,85.0,1,983,Basic
C02569,High-Support Needs,714,2,193.95,3,0.0,2.0,0.5,62.5,1,772,Trial
C00175,High-Support Needs,278,1,68.87,4,0.0,1.0,0.0,68.0,1,295,Basic
C02561,High-Support Needs,636,3,306.33000000000004,5,0.0,2.0,0.3333333333333333,65.0,1,750,Trial
C02556,High-Support Needs,696,2,276.62,2,0.0,1.0,0.0,70.0,1,934,Basic
C02549,High-Support Needs,0,4,307.25,4,0.0,3.0,0.5,74.0,1,218,Premium
C02537,High-Support Needs,521,1,68.43,4,0.0,1.0,1.0,68.0,1,582,Premium
C00184,High-Support Needs,184,1,39.27,3,0.0,1.0,0.0,77.5,1,322,Basic
C02520,High-Support Needs,250,1,99.13,3,0.0,1.0,0.0,77.5,1,341,Basic
C02514,High-Support Needs,167,1,46.4,3,0.0,1.0,0.0,77.5,1,334,Basic
C02359,High-Support Needs,1044,1,103.11,3,0.0,1.0,0.0,77.5,1,1050,Basic
C03123,High-Support Needs,102,4,276.14,3,0.25,3.0,0.75,77.5,0,260,Premium
C02345,High-Support Needs,1051,1,81.08,3,0.0,1.0,1.0,85.0,1,1198,Trial
C02330,High-Support Needs,575,6,441.37,2,0.0,4.0,0.6666666666666666,70.0,0,666,Basic
C02206,High-Support Needs,1074,1,28.47,4,0.0,1.0,1.0,74.0,1,1094,Basic
C00299,High-Support Needs,364,1,85.64,5,0.0,1.0,0.0,60.0,1,374,Basic
C00317,High-Support Needs,793,2,232.47,3,0.0,2.0,1.0,70.0,1,963,Basic
C00319,High-Support Needs,872,1,83.7,5,0.0,1.0,0.0,65.0,1,972,Basic
C02160,High-Support Needs,508,1,66.79,3,0.0,1.0,0.0,77.5,1,579,Basic
C02148,High-Support Needs,904,4,285.23,4,0.0,4.0,0.75,74.0,1,1043,Basic
C00294,High-Support Needs,723,1,126.7,5,0.0,1.0,0.0,65.0,1,739,Basic
C02144,High-Support Needs,0,1,84.37,3,0.0,1.0,1.0,77.5,1,240,Basic
C02134,High-Support Needs,0,5,617.14,3,0.0,4.0,0.4,70.0,1,149,Premium
C02128,High-Support Needs,0,2,189.48,3,0.0,2.0,0.0,85.0,1,142,Basic
C02120,High-Support Needs,648,4,696.5699999999999,4,0.0,3.0,0.75,80.0,1,762,Premium
C02113,High-Support Needs,942,1,54.78,3,0.0,1.0,1.0,77.5,1,994,Trial
C02108,High-Support Needs,498,1,111.13,6,0.0,1.0,1.0,61.42857142857143,1,507,Trial
C02104,High-Support Needs,369,6,387.2,3,0.3333333333333333,2.0,0.3333333333333333,85.0,0,615,Basic
C02142,High-Support Needs,34,2,96.43,2,0.0,2.0,0.5,70.0,1,340,Basic
C02217,High-Support Needs,943,4,263.33,4,0.0,2.0,0.75,80.0,1,1116,Basic
C02235,High-Support Needs,562,2,229.54000000000002,3,0.0,2.0,1.0,77.5,1,714,Basic
C02237,High-Support Needs,673,1,189.9,3,0.0,1.0,0.0,85.0,1,730,Basic
C02328,High-Support Needs,907,2,179.12,6,0.0,1.0,0.0,61.42857142857143,1,933,Basic
C02323,High-Support Needs,1135,3,683.85,4,0.0,2.0,1.0,80.0,1,1179,Premium
C02320,High-Support Needs,85,2,160.06,3,0.0,1.0,0.5,77.5,1,196,Trial
C00264,High-Support Needs,1091,1,52.01,3,0.0,1.0,1.0,77.5,1,1178,Premium
C00269,High-Support Needs,965,2,270.12,3,0.0,2.0,0.5,77.5,1,1096,Basic
C02316,High-Support Needs,252,2,171.93,3,0.0,2.0,0.5,85.0,1,435,Basic
C02294,High-Support Needs,755,1,73.62,3,0.0,1.0,1.0,77.5,1,832,Premium
C02288,High-Support Needs,75,1,36.16,3,0.0,1.0,0.0,77.5,1,122,Trial
C00284,High-Support Needs,646,1,70.74,3,0.0,1.0,0.0,77.5,1,651,Basic
C02266,High-Support Needs,546,7,608.85,2,0.0,4.0,0.5714285714285714,70.0,0,645,Basic
C02265,High-Support Needs,849,2,178.95,3,0.0,2.0,1.0,70.0,1,1007,Basic
C02260,High-Support Needs,217,1,134.43,3,0.0,1.0,0.0,77.5,1,401,Basic
C00285,High-Support Needs,329,2,222.18,3,0.0,2.0,0.5,70.0,1,423,Basic
C02250,High-Support Needs,474,1,72.01,2,0.0,1.0,0.0,70.0,1,636,Basic
C02240,High-Support Needs,1185,1,155.6,5,0.0,1.0,0.0,75.0,1,1228,Basic
C02335,High-Support Needs,784,1,44.72,5,0.0,1.0,1.0,75.0,1,886,Trial
C01594,High-Support Needs,192,1,70.96,4,0.0,1.0,0.0,68.0,1,218,Trial
C01588,High-Support Needs,713,5,485.04999999999995,4,0.0,3.0,0.8,68.0,0,766,Basic
C01587,High-Support Needs,188,3,286.63,3,0.0,3.0,0.0,85.0,1,308,Basic
C01044,High-Support Needs,734,1,74.08,8,0.0,1.0,0.0,56.666666666666664,1,756,Basic
C01041,High-Support Needs,505,1,215.48,7,0.0,1.0,1.0,57.5,1,556,Trial
C01036,High-Support Needs,543,1,52.18,3,0.0,1.0,0.0,85.0,1,563,Basic
C01027,High-Support Needs,775,3,482.62,3,0.0,3.0,0.3333333333333333,85.0,0,881,Premium
C00725,High-Support Needs,699,4,243.6,4,0.0,2.0,0.0,68.0,1,792,Trial
C01011,High-Support Needs,816,1,0.0,4,1.0,0.0,0.0,80.0,1,947,Basic
C01059,High-Support Needs,1180,2,223.73,3,0.0,2.0,0.0,70.0,1,1236,Basic
C01009,High-Support Needs,327,1,127.63,3,0.0,1.0,0.0,70.0,1,333,Trial
C01007,High-Support Needs,536,1,104.7,5,0.0,1.0,1.0,65.0,1,542,Basic
C01003,High-Support Needs,978,4,460.46,3,0.0,2.0,0.75,85.0,1,1112,Trial
C00738,High-Support Needs,1079,2,277.13,3,0.0,2.0,0.5,77.5,1,1166,Basic
C00739,High-Support Needs,983,3,305.22,2,0.0,1.0,0.0,70.0,0,1049,Trial
C00989,High-Support Needs,689,2,260.44,6,0.0,2.0,0.5,65.71428571428571,1,834,Trial
C00987,High-Support Needs,961,1,87.35,5,0.0,1.0,1.0,60.0,1,964,Trial
C00732,High-Support Needs,512,3,390.86,3,0.0,3.0,0.6666666666666666,77.5,1,740,Premium
C01061,High-Support Needs,989,1,38.95,4,0.0,1.0,0.0,56.0,1,1243,Trial
C01070,High-Support Needs,614,1,106.63,5,0.0,1.0,1.0,65.0,1,667,Basic
C01088,High-Support Needs,49,1,59.71,3,0.0,1.0,0.0,77.5,1,140,Trial
C01161,High-Support Needs,420,5,361.43,4,0.0,3.0,0.2,68.0,1,657,Basic
C00685,High-Support Needs,120,1,96.83,3,0.0,1.0,1.0,70.0,1,175,Basic
C00687,High-Support Needs,452,2,204.9,4,0.0,2.0,0.5,68.0,1,483,Basic
C01143,High-Support Needs,30,1,72.76,4,0.0,1.0,0.0,80.0,1,167,Basic
